promo_code,branch,customer_id,product_id,invoice_id,product_name,qty,unit_price,transaction_datetime,cost_price
YEAR_END15,CH,C2610,BEV001,INV143717,Coca Cola 1.5L,2.0,4.5,2025-03-16 20:17:00,3.8
YEAR_END15,KL,C1252,FRZ001,INV143949,Chicken Nugget 1kg,3.0,14.9,2025-10-14 17:31:00,11.8
CNY10,KL,C2456,BEV001,INV144165,Coca Cola 1.5L,1.0,4.5,2025-01-20 16:12:00,3.8
MEMBER8,CH,C2736,BEV002,INV144357,Mineral Water 500ml,4.0,1.8,2025-07-17 13:06:00,0.6
LOSS30,IP,C2107,SNK001,INV144415,Potato Chips BBQ,1.0,6.9,2025-06-17 13:32:00,3.0
NONE,IP,C1581,SNK001,INV144933,Potato Chips BBQ,1.0,6.9,2025-01-01 12:40:00,3.0
YEAR_END15,SB,C1621,PER001,INV145200,Shampoo 650ml,2.0,15.9,2025-11-08 13:39:00,10.4
CNY10,IP,C1313,PER001,INV145213,Shampoo 650ml,1.0,15.9,2025-06-13 15:43:00,10.4
MEMBER8,CH,C2618,BEV001,INV145412,Coca Cola 1.5L,1.0,4.5,2025-06-03 11:52:00,3.8
NONE,PJ,C1296,HOM001,INV146504,Detergent 2kg,2.0,18.9,2025-03-29 21:06:00,15.2
YEAR_END15,SB,C1130,PER001,INV146670,Shampoo 650ml,3.0,15.9,2025-02-26 15:31:00,10.4
NONE,PG,C2156,BEV001,INV147135,Coca Cola 1.5L,1.0,4.5,2025-03-24 20:15:00,3.8
CNY10,PG,C1658,PER001,INV147296,Shampoo 650ml,1.0,15.9,2025-08-01 16:41:00,10.4
YEAR_END15,IP,C1375,HOM002,INV147720,Dishwashing Liquid 900ml,2.0,9.5,2025-04-30 11:00:00,6.1
YEAR_END15,KL,C1324,SNK002,INV148211,Chocolate Cookies 200g,2.0,8.2,2025-01-10 19:37:00,4.6
CNY10,PG,C2401,BEV002,INV148537,Mineral Water 500ml,2.0,1.8,2025-10-12 11:22:00,0.6
NONE,CH,C1721,PER001,INV148745,Shampoo 650ml,1.0,15.9,2025-03-26 18:35:00,10.4
YEAR_END15,IP,C2666,HOM001,INV149210,Detergent 2kg,2.0,18.9,2025-08-30 21:46:00,15.2
CNY10,JB,C1848,PER001,INV149525,Shampoo 650ml,2.0,15.9,2025-08-11 17:43:00,10.4
NONE,PJ,C2353,BEV001,INV149537,Coca Cola 1.5L,3.0,4.5,2025-01-06 13:14:00,3.8
CNY10,IP,C2410,HOM002,INV149828,Dishwashing Liquid 900ml,1.0,9.5,2025-03-24 18:45:00,6.1
NONE,SB,C1929,BEV002,INV150703,Mineral Water 500ml,2.0,1.8,2025-04-01 10:57:00,0.6
NONE,SB,C1132,BEV002,INV150814,Mineral Water 500ml,1.0,1.8,2025-08-28 21:47:00,0.6
MEMBER8,SB,C2656,BEV003,INV150889,Orange Juice 1L,2.0,7.9,2025-08-30 17:26:00,5.9
MEMBER8,SB,C1754,FRS002,INV150942,Banana 1kg,2.0,5.5,2025-03-04 15:07:00,4.8
NONE,PJ,C1570,BEV001,INV151065,Coca Cola 1.5L,4.0,4.5,2025-02-10 15:01:00,3.8
LOSS30,IP,C2076,HOM002,INV151099,Dishwashing Liquid 900ml,1.0,9.5,2025-08-15 21:38:00,6.1
MEMBER8,IP,C1621,FRS002,INV151261,Banana 1kg,4.0,5.5,2025-01-05 18:11:00,4.8
YEAR_END15,SB,C1127,FRS001,INV151438,Apple Fuji 1kg,2.0,8.5,2025-01-17 20:32:00,7.0
LOSS30,PG,C1051,HOM002,INV151660,Dishwashing Liquid 900ml,1.0,9.5,2025-08-22 13:34:00,6.1
LOSS30,IP,C2619,BEV003,INV151901,Orange Juice 1L,2.0,7.9,2025-10-27 09:52:00,5.9
NONE,SB,C2444,HOM001,INV152317,Detergent 2kg,4.0,18.9,2025-11-14 12:42:00,15.2
NONE,SB,C2749,SNK001,INV152388,Potato Chips BBQ,1.0,6.9,2025-10-14 13:18:00,3.0
LOSS30,PJ,C1257,PER002,INV152393,Body Wash 1L,1.0,14.2,2025-09-17 18:10:00,9.7
YEAR_END15,JB,C2270,FRZ001,INV152600,Chicken Nugget 1kg,1.0,14.9,2025-10-24 19:08:00,11.8
MEMBER8,CH,C1580,PER001,INV152756,Shampoo 650ml,2.0,15.9,2025-05-18 16:17:00,10.4
MEMBER8,KL,C1562,SNK001,INV152781,Potato Chips BBQ,1.0,6.9,2025-10-26 16:13:00,3.0
NONE,KL,C2495,SNK001,INV153132,Potato Chips BBQ,4.0,6.9,2025-11-08 21:05:00,3.0
NONE,JB,C1933,FRS001,INV153140,Apple Fuji 1kg,1.0,8.5,2025-07-06 11:30:00,7.0
MEMBER8,JB,C1689,FRZ001,INV100197,Chicken Nugget 1kg,1.0,14.9,2025-08-02 11:20:00,11.8
NONE,PJ,C1842,PER002,INV100431,Body Wash 1L,2.0,14.2,2025-05-31 17:40:00,9.7
CNY10,PJ,C2778,FRZ001,INV100839,Chicken Nugget 1kg,6.0,14.9,2025-12-09 14:49:00,11.8
MEMBER8,IP,C1448,FRS001,INV100861,Apple Fuji 1kg,1.0,8.5,2025-07-06 21:36:00,7.0
YEAR_END15,PG,C1977,FRS002,INV101300,Banana 1kg,1.0,5.5,2025-06-29 15:50:00,4.8
NONE,IP,C1426,PER001,INV101579,Shampoo 650ml,4.0,15.9,2025-06-18 18:03:00,10.4
YEAR_END15,IP,C2424,FRZ001,INV101737,Chicken Nugget 1kg,2.0,14.9,2025-06-22 14:31:00,11.8
NONE,PJ,C2226,PER001,INV101798,Shampoo 650ml,1.0,15.9,2025-10-13 21:38:00,10.4
YEAR_END15,JB,C1543,BEV001,INV101904,Coca Cola 1.5L,2.0,4.5,2025-11-22 15:02:00,3.8
YEAR_END15,JB,C2072,FRZ001,INV101950,Chicken Nugget 1kg,1.0,14.9,2025-08-30 14:36:00,11.8
NONE,KL,C2611,FRZ001,INV102179,Chicken Nugget 1kg,1.0,14.9,2025-09-02 17:58:00,11.8
MEMBER8,IP,C1938,PER001,INV102269,Shampoo 650ml,4.0,15.9,2025-12-13 20:24:00,10.4
CNY10,IP,C1592,HOM001,INV102315,Detergent 2kg,1.0,18.9,2025-10-30 19:49:00,15.2
CNY10,CH,C1764,HOM001,INV102409,Detergent 2kg,4.0,18.9,2025-11-05 16:41:00,15.2
CNY10,JB,C1249,FRS002,INV102562,Banana 1kg,1.0,5.5,2025-02-07 11:13:00,4.8
NONE,IP,C2697,PER001,INV102631,Shampoo 650ml,2.0,15.9,2025-10-24 11:02:00,10.4
NONE,PG,C1031,PER001,INV102659,Shampoo 650ml,4.0,15.9,2025-07-30 09:04:00,10.4
MEMBER8,PJ,C1191,HOM001,INV102788,Detergent 2kg,2.0,18.9,2025-08-20 15:11:00,15.2
NONE,IP,C2285,HOM001,INV103068,Detergent 2kg,2.0,18.9,2025-09-11 14:18:00,15.2
CNY10,PG,C2231,FRS001,INV103355,Apple Fuji 1kg,1.0,8.5,2025-10-17 15:57:00,7.0
YEAR_END15,PJ,C1722,BEV003,INV103438,Orange Juice 1L,4.0,7.9,2025-10-03 10:03:00,5.9
MEMBER8,CH,C2477,FRZ001,INV103613,Chicken Nugget 1kg,5.0,14.9,2025-11-16 17:26:00,11.8
YEAR_END15,PG,C1410,HOM002,INV103624,Dishwashing Liquid 900ml,3.0,9.5,2025-05-03 11:25:00,6.1
NONE,PJ,C1383,FRS002,INV103686,Banana 1kg,4.0,5.5,2025-07-19 19:53:00,4.8
MEMBER8,IP,C1098,SNK001,INV103768,Potato Chips BBQ,1.0,6.9,2025-03-30 19:20:00,3.0
NONE,PJ,C1080,BEV003,INV103911,Orange Juice 1L,1.0,7.9,2025-02-21 15:29:00,5.9
YEAR_END15,KL,C2799,SNK001,INV104455,Potato Chips BBQ,1.0,6.9,2025-03-05 15:53:00,3.0
NONE,PG,C2444,PER002,INV104576,Body Wash 1L,2.0,14.2,2025-09-07 21:55:00,9.7
MEMBER8,JB,C2374,SNK001,INV104832,Potato Chips BBQ,1.0,6.9,2025-06-23 11:15:00,3.0
MEMBER8,SB,C1206,FRS001,INV104950,Apple Fuji 1kg,1.0,8.5,2025-12-24 14:18:00,7.0
NONE,PG,C1105,SNK002,INV105099,Chocolate Cookies 200g,4.0,8.2,2025-11-19 20:13:00,4.6
YEAR_END15,PJ,C1998,BEV002,INV105185,Mineral Water 500ml,3.0,1.8,2025-06-28 19:41:00,0.6
CNY10,IP,C2001,FRS002,INV105298,Banana 1kg,3.0,5.5,2025-01-30 11:56:00,4.8
MEMBER8,CH,C2440,FRS001,INV105518,Apple Fuji 1kg,1.0,8.5,2025-12-30 11:04:00,7.0
NONE,SB,C1974,SNK001,INV105956,Potato Chips BBQ,2.0,6.9,2025-10-16 12:23:00,3.0
LOSS30,JB,C1255,SNK001,INV106190,Potato Chips BBQ,2.0,6.9,2025-11-07 15:23:00,3.0
CNY10,JB,C2287,BEV003,INV106405,Orange Juice 1L,3.0,7.9,2025-03-22 21:24:00,5.9
NONE,KL,C2092,PER001,INV106432,Shampoo 650ml,1.0,15.9,2025-07-09 15:44:00,10.4
CNY10,JB,C1401,HOM002,INV106731,Dishwashing Liquid 900ml,1.0,9.5,2025-01-16 11:40:00,6.1
MEMBER8,JB,C2326,PER002,INV106847,Body Wash 1L,2.0,14.2,2025-06-30 21:20:00,9.7
MEMBER8,IP,C1679,BEV003,INV106952,Orange Juice 1L,4.0,7.9,2025-10-12 10:24:00,5.9
NONE,CH,C1745,FRZ001,INV106955,Chicken Nugget 1kg,1.0,14.9,2025-10-26 19:03:00,11.8
MEMBER8,SB,C1979,BEV003,INV107278,Orange Juice 1L,4.0,7.9,2025-04-06 12:58:00,5.9
NONE,PJ,C2145,FRS002,INV107405,Banana 1kg,2.0,5.5,2025-11-21 19:04:00,4.8
NONE,KL,C2623,BEV001,INV107816,Coca Cola 1.5L,2.0,4.5,2025-04-21 16:53:00,3.8
NONE,JB,C1253,BEV001,INV107930,Coca Cola 1.5L,2.0,4.5,2025-10-20 18:48:00,3.8
NONE,CH,C2060,PER002,INV108163,Body Wash 1L,1.0,14.2,2025-06-18 12:36:00,9.7
NONE,SB,C2710,HOM002,INV108275,Dishwashing Liquid 900ml,3.0,9.5,2025-12-21 19:26:00,6.1
LOSS30,PJ,C1143,BEV001,INV108348,Coca Cola 1.5L,4.0,4.5,2025-01-13 18:45:00,3.8
NONE,JB,C2580,SNK002,INV108399,Chocolate Cookies 200g,2.0,8.2,2025-10-22 19:45:00,4.6
YEAR_END15,PG,C1344,PER002,INV108807,Body Wash 1L,1.0,14.2,2025-03-16 19:50:00,9.7
YEAR_END15,JB,C1597,HOM001,INV109172,Detergent 2kg,2.0,18.9,2025-08-30 19:12:00,15.2
YEAR_END15,KL,C2537,PER001,INV109215,Shampoo 650ml,2.0,15.9,2025-06-15 19:46:00,10.4
CNY10,PJ,C2264,SNK001,INV109273,Potato Chips BBQ,3.0,6.9,2025-11-08 14:08:00,3.0
LOSS30,IP,C2794,BEV003,INV109364,Orange Juice 1L,1.0,7.9,2025-06-25 09:46:00,5.9
NONE,PG,C2664,SNK001,INV109723,Potato Chips BBQ,3.0,6.9,2025-10-01 18:44:00,3.0
NONE,SB,C1259,BEV002,INV109903,Mineral Water 500ml,2.0,1.8,2025-02-10 21:35:00,0.6
CNY10,PJ,C2029,FRZ001,INV109927,Chicken Nugget 1kg,1.0,14.9,2025-01-31 20:08:00,11.8
CNY10,PJ,C1071,BEV001,INV110001,Coca Cola 1.5L,1.0,4.5,2025-02-25 15:38:00,3.8
NONE,CH,C1179,PER002,INV110199,Body Wash 1L,2.0,14.2,2025-09-23 16:15:00,9.7
NONE,PJ,C1276,SNK002,INV110395,Chocolate Cookies 200g,2.0,8.2,2025-05-27 10:39:00,4.6
YEAR_END15,CH,C1399,SNK001,INV110835,Potato Chips BBQ,4.0,6.9,2025-01-25 21:54:00,3.0
YEAR_END15,PG,C2796,PER001,INV110994,Shampoo 650ml,2.0,15.9,2025-02-09 21:32:00,10.4
NONE,JB,C1460,FRS001,INV111004,Apple Fuji 1kg,2.0,8.5,2025-05-25 18:19:00,7.0
NONE,JB,C2561,FRS002,INV111106,Banana 1kg,3.0,5.5,2025-09-02 16:34:00,4.8
NONE,PJ,C1545,SNK001,INV111289,Potato Chips BBQ,4.0,6.9,2025-08-22 15:34:00,3.0
NONE,KL,C1282,FRS002,INV111444,Banana 1kg,1.0,5.5,2025-07-07 20:38:00,4.8
NONE,JB,C1242,SNK001,INV111675,Potato Chips BBQ,2.0,6.9,2025-11-13 19:56:00,3.0
MEMBER8,KL,C2056,HOM001,INV111755,Detergent 2kg,1.0,18.9,2025-03-28 18:17:00,15.2
CNY10,JB,C2625,SNK001,INV111761,Potato Chips BBQ,1.0,6.9,2025-09-24 16:17:00,3.0
NONE,PJ,C2294,BEV001,INV111793,Coca Cola 1.5L,2.0,4.5,2025-12-26 15:01:00,3.8
NONE,CH,C1914,BEV003,INV112098,Orange Juice 1L,3.0,7.9,2025-01-14 12:04:00,5.9
YEAR_END15,JB,C1891,BEV002,INV112118,Mineral Water 500ml,2.0,1.8,2025-10-08 13:26:00,0.6
MEMBER8,PJ,C2729,SNK001,INV112139,Potato Chips BBQ,1.0,6.9,2025-08-22 19:03:00,3.0
NONE,JB,C1740,BEV002,INV112303,Mineral Water 500ml,3.0,1.8,2025-06-20 14:57:00,0.6
NONE,PJ,C2199,SNK001,INV112334,Potato Chips BBQ,1.0,6.9,2025-10-25 20:51:00,3.0
YEAR_END15,KL,C2525,FRZ001,INV112773,Chicken Nugget 1kg,2.0,14.9,2025-11-15 17:26:00,11.8
NONE,PG,C1780,FRS002,INV112895,Banana 1kg,1.0,5.5,2025-02-12 16:23:00,4.8
NONE,CH,C1315,PER001,INV112947,Shampoo 650ml,1.0,15.9,2025-11-29 19:56:00,10.4
NONE,CH,C2124,FRZ001,INV113159,Chicken Nugget 1kg,5.0,14.9,2025-12-26 21:26:00,11.8
NONE,JB,C1193,FRZ001,INV113221,Chicken Nugget 1kg,1.0,14.9,2025-04-22 09:06:00,11.8
MEMBER8,KL,C1659,FRS001,INV113393,Apple Fuji 1kg,1.0,8.5,2025-04-16 16:12:00,7.0
CNY10,KL,C2756,HOM001,INV114162,Detergent 2kg,3.0,18.9,2025-03-30 16:45:00,15.2
NONE,PJ,C2229,SNK001,INV114667,Potato Chips BBQ,1.0,6.9,2025-01-31 14:45:00,3.0
CNY10,JB,C1230,HOM002,INV114794,Dishwashing Liquid 900ml,1.0,9.5,2025-06-18 14:11:00,6.1
NONE,CH,C1381,PER001,INV114916,Shampoo 650ml,3.0,15.9,2025-09-20 11:04:00,10.4
MEMBER8,KL,C2695,FRS001,INV115061,Apple Fuji 1kg,4.0,8.5,2025-02-16 21:54:00,7.0
YEAR_END15,IP,C1094,FRS002,INV115170,Banana 1kg,4.0,5.5,2025-07-15 19:17:00,4.8
NONE,KL,C1091,SNK001,INV115171,Potato Chips BBQ,1.0,6.9,2025-08-12 20:04:00,3.0
NONE,JB,C1031,PER002,INV115274,Body Wash 1L,2.0,14.2,2025-05-15 14:20:00,9.7
NONE,KL,C1962,HOM001,INV115574,Detergent 2kg,2.0,18.9,2025-02-23 13:04:00,15.2
NONE,PG,C1767,FRS001,INV115622,Apple Fuji 1kg,4.0,8.5,2025-12-02 21:11:00,7.0
NONE,PG,C2789,PER002,INV115866,Body Wash 1L,3.0,14.2,2025-07-04 20:48:00,9.7
MEMBER8,CH,C1279,SNK001,INV115973,Potato Chips BBQ,4.0,6.9,2025-04-05 09:19:00,3.0
NONE,PJ,C2531,SNK002,INV116111,Chocolate Cookies 200g,2.0,8.2,2025-07-31 20:22:00,4.6
YEAR_END15,PG,C2157,SNK001,INV116163,Potato Chips BBQ,1.0,6.9,2025-12-04 13:05:00,3.0
NONE,SB,C1812,HOM002,INV116221,Dishwashing Liquid 900ml,1.0,9.5,2025-09-16 21:45:00,6.1
LOSS30,IP,C1260,SNK002,INV116226,Chocolate Cookies 200g,1.0,8.2,2025-03-08 10:10:00,4.6
NONE,PJ,C1426,BEV001,INV116256,Coca Cola 1.5L,2.0,4.5,2025-09-26 20:00:00,3.8
CNY10,IP,C2182,FRZ001,INV116427,Chicken Nugget 1kg,2.0,14.9,2025-04-18 19:32:00,11.8
NONE,JB,C2623,SNK002,INV116487,Chocolate Cookies 200g,2.0,8.2,2025-04-25 12:39:00,4.6
NONE,PJ,C1767,FRS002,INV116798,Banana 1kg,2.0,5.5,2025-12-30 14:32:00,4.8
NONE,CH,C2164,HOM001,INV117471,Detergent 2kg,2.0,18.9,2025-01-20 17:32:00,15.2
YEAR_END15,CH,C2373,SNK002,INV117742,Chocolate Cookies 200g,1.0,8.2,2025-06-05 19:02:00,4.6
MEMBER8,PJ,C2799,BEV001,INV117941,Coca Cola 1.5L,3.0,4.5,2025-10-04 18:47:00,3.8
MEMBER8,SB,C2007,PER002,INV117973,Body Wash 1L,2.0,14.2,2025-08-18 10:22:00,9.7
NONE,SB,C2011,PER001,INV117984,Shampoo 650ml,2.0,15.9,2025-08-29 12:52:00,10.4
NONE,IP,C1550,FRS002,INV118525,Banana 1kg,3.0,5.5,2025-06-28 21:40:00,4.8
YEAR_END15,IP,C2109,PER002,INV118650,Body Wash 1L,4.0,14.2,2025-05-13 14:44:00,9.7
LOSS30,PJ,C1736,FRS001,INV118866,Apple Fuji 1kg,3.0,8.5,2025-08-01 13:34:00,7.0
LOSS30,SB,C1684,BEV001,INV118966,Coca Cola 1.5L,1.0,4.5,2025-08-17 17:52:00,3.8
NONE,CH,C2748,SNK001,INV119350,Potato Chips BBQ,4.0,6.9,2025-01-01 13:52:00,3.0
NONE,PJ,C2029,SNK001,INV119630,Potato Chips BBQ,1.0,6.9,2025-06-09 16:25:00,3.0
NONE,PJ,C1813,HOM001,INV120142,Detergent 2kg,2.0,18.9,2025-11-20 10:22:00,15.2
NONE,CH,C1820,SNK002,INV120203,Chocolate Cookies 200g,1.0,8.2,2025-11-18 13:38:00,4.6
NONE,CH,C1875,FRZ001,INV120293,Chicken Nugget 1kg,2.0,14.9,2025-02-15 17:46:00,11.8
CNY10,SB,C1884,FRS001,INV120835,Apple Fuji 1kg,5.0,8.5,2025-12-31 18:24:00,7.0
YEAR_END15,CH,C2216,PER002,INV120880,Body Wash 1L,1.0,14.2,2025-09-11 19:21:00,9.7
NONE,PJ,C1927,FRZ001,INV120917,Chicken Nugget 1kg,4.0,14.9,2025-11-14 09:16:00,11.8
NONE,JB,C2213,HOM001,INV121028,Detergent 2kg,1.0,18.9,2025-08-05 18:39:00,15.2
YEAR_END15,PJ,C2520,BEV003,INV121045,Orange Juice 1L,2.0,7.9,2025-05-01 17:01:00,5.9
NONE,PJ,C2089,PER001,INV121362,Shampoo 650ml,3.0,15.9,2025-12-03 10:56:00,10.4
MEMBER8,IP,C2123,BEV003,INV121430,Orange Juice 1L,1.0,7.9,2025-04-16 19:25:00,5.9
NONE,PG,C1658,BEV003,INV121555,Orange Juice 1L,3.0,7.9,2025-04-04 12:21:00,5.9
YEAR_END15,PJ,C1945,PER001,INV121695,Shampoo 650ml,1.0,15.9,2025-12-31 20:33:00,10.4
NONE,JB,C1743,FRS001,INV121952,Apple Fuji 1kg,6.0,8.5,2025-11-08 14:12:00,7.0
NONE,PG,C2600,BEV001,INV122313,Coca Cola 1.5L,2.0,4.5,2025-03-08 09:50:00,3.8
NONE,CH,C1883,FRS002,INV122363,Banana 1kg,2.0,5.5,2025-09-11 12:00:00,4.8
NONE,JB,C1179,HOM001,INV122650,Detergent 2kg,2.0,18.9,2025-11-11 15:00:00,15.2
NONE,SB,C1965,FRS002,INV122801,Banana 1kg,2.0,5.5,2025-10-10 17:43:00,4.8
LOSS30,PG,C2117,PER001,INV122997,Shampoo 650ml,2.0,15.9,2025-10-31 17:28:00,10.4
NONE,SB,C1714,PER002,INV123060,Body Wash 1L,2.0,14.2,2025-07-02 19:40:00,9.7
YEAR_END15,CH,C1433,SNK002,INV123124,Chocolate Cookies 200g,4.0,8.2,2025-03-01 11:36:00,4.6
NONE,PG,C1259,BEV001,INV123297,Coca Cola 1.5L,2.0,4.5,2025-11-02 18:40:00,3.8
NONE,SB,C1262,BEV003,INV123422,Orange Juice 1L,1.0,7.9,2025-01-13 13:15:00,5.9
CNY10,JB,C2239,BEV002,INV123593,Mineral Water 500ml,4.0,1.8,2025-01-16 19:41:00,0.6
MEMBER8,CH,C1963,BEV003,INV123678,Orange Juice 1L,2.0,7.9,2025-10-01 21:41:00,5.9
NONE,PJ,C1709,SNK002,INV124123,Chocolate Cookies 200g,1.0,8.2,2025-12-19 13:32:00,4.6
LOSS30,IP,C1116,BEV002,INV124825,Mineral Water 500ml,4.0,1.8,2025-02-07 10:36:00,0.6
NONE,PJ,C1069,SNK002,INV125400,Chocolate Cookies 200g,1.0,8.2,2025-02-04 18:28:00,4.6
NONE,KL,C2093,BEV001,INV125576,Coca Cola 1.5L,2.0,4.5,2025-12-09 21:06:00,3.8
NONE,CH,C1867,PER001,INV125809,Shampoo 650ml,1.0,15.9,2025-07-31 20:45:00,10.4
NONE,JB,C2438,FRZ001,INV125839,Chicken Nugget 1kg,1.0,14.9,2025-04-09 13:25:00,11.8
NONE,CH,C1534,SNK001,INV125952,Potato Chips BBQ,2.0,6.9,2025-10-12 17:29:00,3.0
NONE,IP,C1435,BEV002,INV126440,Mineral Water 500ml,1.0,1.8,2025-09-26 12:45:00,0.6
CNY10,KL,C2266,HOM001,INV126833,Detergent 2kg,1.0,18.9,2025-08-02 09:20:00,15.2
YEAR_END15,PJ,C2349,SNK001,INV127475,Potato Chips BBQ,2.0,6.9,2025-04-02 15:57:00,3.0
CNY10,CH,C1181,SNK001,INV127813,Potato Chips BBQ,1.0,6.9,2025-12-15 21:47:00,3.0
NONE,JB,C1573,FRS001,INV128462,Apple Fuji 1kg,6.0,8.5,2025-11-23 20:17:00,7.0
YEAR_END15,SB,C1628,BEV001,INV128493,Coca Cola 1.5L,2.0,4.5,2025-06-27 20:47:00,3.8
LOSS30,JB,C2218,FRZ001,INV128590,Chicken Nugget 1kg,1.0,14.9,2025-04-20 16:26:00,11.8
YEAR_END15,PJ,C1487,FRS002,INV128764,Banana 1kg,1.0,5.5,2025-09-20 20:41:00,4.8
YEAR_END15,PG,C1550,PER001,INV128823,Shampoo 650ml,5.0,15.9,2025-12-19 21:54:00,10.4
CNY10,IP,C1196,BEV001,INV129025,Coca Cola 1.5L,5.0,4.5,2025-12-15 09:11:00,3.8
NONE,PJ,C1051,PER002,INV129174,Body Wash 1L,1.0,14.2,2025-10-22 16:15:00,9.7
NONE,PJ,C1217,PER001,INV129179,Shampoo 650ml,2.0,15.9,2025-07-08 12:19:00,10.4
NONE,KL,C1149,BEV001,INV129439,Coca Cola 1.5L,3.0,4.5,2025-01-29 21:39:00,3.8
NONE,PG,C1351,BEV001,INV129594,Coca Cola 1.5L,1.0,4.5,2025-08-02 16:24:00,3.8
MEMBER8,CH,C1966,SNK001,INV129853,Potato Chips BBQ,2.0,6.9,2025-08-19 18:27:00,3.0
NONE,PJ,C1967,PER002,INV129941,Body Wash 1L,3.0,14.2,2025-06-12 19:33:00,9.7
CNY10,PG,C1235,PER002,INV130016,Body Wash 1L,1.0,14.2,2025-12-19 12:57:00,9.7
MEMBER8,IP,C1977,BEV001,INV130224,Coca Cola 1.5L,4.0,4.5,2025-07-23 19:12:00,3.8
NONE,SB,C1874,PER002,INV130227,Body Wash 1L,2.0,14.2,2025-08-20 11:38:00,9.7
NONE,SB,C2157,BEV002,INV130324,Mineral Water 500ml,3.0,1.8,2025-06-01 19:02:00,0.6
NONE,SB,C1155,HOM001,INV130383,Detergent 2kg,1.0,18.9,2025-09-08 14:43:00,15.2
NONE,SB,C1522,PER001,INV130405,Shampoo 650ml,4.0,15.9,2025-12-21 18:40:00,10.4
YEAR_END15,PG,C1740,SNK001,INV130412,Potato Chips BBQ,3.0,6.9,2025-11-20 10:42:00,3.0
NONE,PJ,C2150,BEV001,INV130454,Coca Cola 1.5L,1.0,4.5,2025-10-22 19:38:00,3.8
NONE,PJ,C2590,BEV001,INV131008,Coca Cola 1.5L,1.0,4.5,2025-03-31 10:26:00,3.8
CNY10,CH,C1843,HOM002,INV131310,Dishwashing Liquid 900ml,1.0,9.5,2025-06-26 20:52:00,6.1
LOSS30,IP,C1555,SNK001,INV131343,Potato Chips BBQ,4.0,6.9,2025-03-31 20:10:00,3.0
NONE,IP,C1675,FRS001,INV131383,Apple Fuji 1kg,1.0,8.5,2025-10-08 10:58:00,7.0
MEMBER8,JB,C1914,SNK002,INV131657,Chocolate Cookies 200g,2.0,8.2,2025-02-23 18:33:00,4.6
MEMBER8,PJ,C1982,BEV002,INV131704,Mineral Water 500ml,2.0,1.8,2025-05-16 11:08:00,0.6
YEAR_END15,SB,C2520,FRZ001,INV131746,Chicken Nugget 1kg,1.0,14.9,2025-01-14 14:55:00,11.8
NONE,JB,C2003,FRS002,INV132201,Banana 1kg,4.0,5.5,2025-12-23 18:10:00,4.8
NONE,IP,C1636,FRZ001,INV132207,Chicken Nugget 1kg,2.0,14.9,2025-05-10 18:23:00,11.8
NONE,PG,C2363,BEV001,INV132215,Coca Cola 1.5L,1.0,4.5,2025-06-10 14:54:00,3.8
NONE,SB,C1391,SNK001,INV132491,Potato Chips BBQ,4.0,6.9,2025-10-06 13:45:00,3.0
YEAR_END15,PJ,C1198,BEV003,INV132623,Orange Juice 1L,1.0,7.9,2025-01-21 17:40:00,5.9
MEMBER8,CH,C2220,HOM001,INV132918,Detergent 2kg,3.0,18.9,2025-10-17 15:03:00,15.2
NONE,PG,C1624,PER002,INV133372,Body Wash 1L,3.0,14.2,2025-12-16 13:08:00,9.7
NONE,CH,C1555,FRZ001,INV133528,Chicken Nugget 1kg,2.0,14.9,2025-10-22 18:51:00,11.8
NONE,SB,C1556,FRS001,INV133779,Apple Fuji 1kg,3.0,8.5,2025-01-06 11:51:00,7.0
MEMBER8,PJ,C2314,HOM002,INV133871,Dishwashing Liquid 900ml,1.0,9.5,2025-09-19 21:54:00,6.1
NONE,JB,C2797,HOM001,INV133913,Detergent 2kg,1.0,18.9,2025-05-29 11:13:00,15.2
NONE,PJ,C2008,SNK001,INV134185,Potato Chips BBQ,1.0,6.9,2025-04-28 11:11:00,3.0
NONE,PJ,C1101,FRS001,INV134204,Apple Fuji 1kg,1.0,8.5,2025-12-13 15:43:00,7.0
NONE,IP,C2778,FRZ001,INV134311,Chicken Nugget 1kg,2.0,14.9,2025-08-31 11:54:00,11.8
NONE,PG,C2139,PER002,INV134790,Body Wash 1L,5.0,14.2,2025-12-05 20:44:00,9.7
LOSS30,IP,C2065,PER002,INV134999,Body Wash 1L,3.0,14.2,2025-01-19 21:37:00,9.7
MEMBER8,CH,C2530,BEV003,INV135658,Orange Juice 1L,4.0,7.9,2025-10-27 10:56:00,5.9
CNY10,PG,C1919,PER002,INV135679,Body Wash 1L,4.0,14.2,2025-07-31 19:29:00,9.7
YEAR_END15,JB,C1751,HOM002,INV135682,Dishwashing Liquid 900ml,2.0,9.5,2025-12-25 18:45:00,6.1
NONE,KL,C2401,PER001,INV136378,Shampoo 650ml,1.0,15.9,2025-06-06 20:31:00,10.4
NONE,JB,C2349,HOM002,INV136469,Dishwashing Liquid 900ml,2.0,9.5,2025-08-13 18:31:00,6.1
NONE,PG,C2296,FRZ001,INV136749,Chicken Nugget 1kg,3.0,14.9,2025-12-15 17:21:00,11.8
MEMBER8,IP,C2688,HOM001,INV136937,Detergent 2kg,1.0,18.9,2025-10-02 18:17:00,15.2
NONE,PG,C2141,PER002,INV136967,Body Wash 1L,1.0,14.2,2025-07-19 20:04:00,9.7
